_key,productKey,quantity,sellingPrice,discountPrice,offerPrice,availabilityQuantity
165623,13204,0,3.92,0.35,3.56,0
165624,13205,0,3.67,0,3.67,0
165625,13206,0,3.68,0,3.68,0
165626,13207,0,3.08,0.55,2.52,0
165627,13209,0,3.49,0.66,2.83,0
165628,13210,0,3.71,0,3.71,0
165629,13220,0,3.17,0.66,2.5,0
165630,13221,0,3.55,0,3.55,0
165631,13222,0,4.19,0.67,3.52,0
165632,13223,0,3.69,0,3.69,0
165633,13225,0,3.58,0,3.58,0
165634,13241,0,3.28,0,3.28,0
165635,13243,0,3.81,0,3.81,0
165636,13245,0,3.58,0,3.58,0
165637,13246,0,3.02,0,3.02,0
165638,13247,0,3.08,0.52,2.56,0
165639,13249,0,3.56,0,3.56,0
165640,13250,0,3.82,0.88,2.94,0
165641,13251,0,3.39,0,3.39,0
165642,13252,0,3.7,1,2.7,0
165643,13253,0,3.47,0.52,2.95,0
165644,13254,0,3.45,0,3.45,0
165645,13255,0,3.36,0.47,2.89,0
165646,13256,0,3.3,0.33,2.97,0
165647,13257,0,2.05,0.23,1.82,0
165648,13258,0,3.33,0,3.33,0
165649,13259,0,3.43,0.72,2.71,0
165650,13260,0,3.5,0.98,2.52,0
165651,13274,0,3.98,0,3.98,0
165652,13275,0,3.78,0,3.78,0
165653,13277,0,3.81,0,3.81,0
165654,13279,0,3.07,0.21,2.86,0
165655,13280,0,2.55,0.33,2.22,0
165656,13282,0,3.54,0,3.54,0
165657,13283,0,3.87,0.19,3.67,0
165658,13284,0,3.91,1.02,2.9,0
165659,13285,0,3.94,0,3.94,0
165660,13291,0,3.64,0.4,3.24,0
165661,13293,0,3.85,0,3.85,0
165662,13296,0,3.58,0,3.58,0
165663,13299,0,2.99,0.69,2.31,0
165664,13300,0,3.68,0,3.68,0
165665,13305,0,3.83,0,3.83,0
165666,13310,0,3.98,0,3.98,0
165667,13311,0,3.64,0.84,2.8,0
165668,13312,0,2.99,0.72,2.27,0
165669,13313,0,3.56,0,3.56,0
165670,13315,0,3.84,0.88,2.96,0
165671,13317,0,3.23,0.91,2.33,0
165672,13318,0,3.67,0.37,3.31,0
165673,13319,0,3.62,0.47,3.15,0
165674,13320,0,3.38,0.91,2.46,0
165675,13321,0,3.78,0.72,3.06,0
165676,13333,0,3.11,0,3.11,0
165677,13335,0,3.98,0,3.98,0
165678,13336,0,3.57,0.79,2.79,0
165679,13337,0,3.98,1.03,2.94,0
165680,13338,0,3.37,0,3.37,0
165681,13339,0,3.24,0.16,3.08,0
165682,13341,0,3.06,0,3.06,0
165683,13342,0,3.66,0,3.66,0
165684,13343,0,3.24,0,3.24,0
165685,13346,0,3.93,0.67,3.26,0
165686,13348,0,3.47,0.55,2.91,0
165687,13350,0,3.93,0,3.93,0
165688,13351,0,3.02,0,3.02,0
165689,13352,0,3.75,0,3.75,0
165690,13353,0,3.33,0,3.33,0
165691,13354,0,3.9,0,3.9,0
165692,13355,0,3.05,0,3.05,0
165693,13358,0,2.42,0,2.42,0
165694,13359,0,2.33,0,2.33,0
165695,13360,0,2.75,0.74,2.01,0
165696,13362,0,3.58,0,3.58,0
165697,13363,0,3.97,1.19,2.78,0
165698,13364,0,3.68,0.59,3.09,0
165699,13365,0,3.74,0.97,2.77,0
165700,13368,0,3.77,0,3.77,0
165701,13369,0,3.52,0.49,3.03,0
165702,13370,0,3.21,0.48,2.73,0
165703,13371,0,3.17,0,3.17,0
165704,13372,0,3.34,0.7,2.64,0
165705,13373,0,3.1,0.87,2.23,0
165706,13374,0,3,0,3,0
165707,13376,0,3.43,0,3.43,0
165708,13377,0,3.95,0,3.95,0
165709,13378,0,3.36,0.44,2.92,0
165710,13380,0,3.31,0,3.31,0
165711,13382,0,3.83,0,3.83,0
165712,13383,0,2.85,0.83,2.02,0
165713,13384,0,3.07,0,3.07,0
165714,13385,0,3.53,0.53,3,0
165715,13386,0,3.91,0,3.91,0
165716,13387,0,3.44,0.45,2.99,0
165717,13389,0,3.6,0.76,2.85,0
165718,13390,0,3.15,0.66,2.49,0
165719,13391,0,3.79,1.14,2.65,0
165720,13393,0,3.77,0.64,3.13,0
165721,13394,0,3.2,0,3.2,0
165722,13396,0,3.62,0,3.62,0
165723,13397,0,3.87,0.19,3.68,0
165724,13398,0,3.06,0,3.06,0
165725,13400,0,3.9,0.35,3.55,0
165726,13401,0,3.75,0.38,3.38,0
165727,13402,0,3.24,0,3.24,0
165728,13403,0,3.05,0,3.05,0
165729,13405,0,3.02,0,3.02,0
165730,13406,0,3.17,0.86,2.32,0
165731,13408,0,3.42,0,3.42,0
165732,13409,0,3.98,0.76,3.22,0
165733,13411,0,2.76,0.28,2.48,0
165734,13412,0,3.99,1.12,2.87,0
165735,13413,0,3.23,0,3.23,0
165736,13414,0,3.53,0.67,2.86,0
165737,13415,0,3.98,0.87,3.1,0
165738,13416,0,3.64,0,3.64,0
165739,13417,0,3.86,0,3.86,0
165740,13428,0,3.97,0.44,3.54,0
165741,13429,0,2.5,0.23,2.28,0
165742,13430,0,3.1,0.53,2.57,0
165743,13432,0,3.26,0,3.26,0
165744,13433,0,3.58,1,2.58,0
165745,13434,0,3.5,0,3.5,0
165746,13435,0,3.79,0.76,3.03,0
165747,13436,0,3.55,0,3.55,0
165748,13437,0,3.97,0,3.97,0
165749,13439,0,3.25,0,3.25,0
165750,13440,0,2.48,0,2.48,0
165751,13441,0,3.92,1.06,2.86,0
165752,13442,0,3.36,0.97,2.39,0
165753,13446,0,3.06,0.55,2.51,0
165754,13448,0,3.03,0.18,2.85,0
165755,13455,0,3.37,0,3.37,0
165756,13457,0,3.85,0,3.85,0
165757,13459,0,3.78,0,3.78,0
165758,13460,0,3.55,0.25,3.31,0
165759,13461,0,2.58,0.59,1.99,0
165760,13465,0,3.5,0.67,2.84,0
165761,13466,0,3.88,0,3.88,0
165762,13468,0,3.62,0.25,3.37,0
165763,13470,0,3.02,0,3.02,0
165764,13471,0,2.2,0,2.2,0
165765,13474,0,3.82,0.88,2.94,0
165766,13475,0,3.49,1.05,2.44,0
165767,13476,0,3.42,0.92,2.5,0
165768,13477,0,3.75,0.6,3.15,0
165769,13480,0,3.02,0,3.02,0
165770,13481,0,3.64,1.02,2.62,0
165771,13482,0,3.27,0,3.27,0
165772,13483,0,3.91,0,3.91,0
165773,13484,0,3.73,0.93,2.8,0
165774,13485,0,3.07,0.77,2.3,0
165775,13486,0,2.73,0,2.73,0
165776,13488,0,3.05,0,3.05,0
165777,13489,0,2.35,0.7,1.64,0
165778,13490,0,3.07,0.4,2.67,0
165779,13491,0,3.5,0.98,2.52,0
165780,13492,0,3.18,0.19,2.99,0
165781,13493,0,3.61,0.97,2.63,0
165782,13495,0,3.92,0.2,3.73,0
165783,13496,0,3.98,0,3.98,0
165784,13497,0,3.76,0.38,3.39,0
165785,13498,0,3.74,0,3.74,0
165786,13499,0,3.4,0.75,2.65,0
165787,13501,0,3.43,0.79,2.64,0
165788,13503,0,3.76,1.01,2.74,0
165789,13505,0,3.5,0.63,2.87,0
165790,13506,0,3.09,0.52,2.56,0
165791,13507,0,3.82,0,3.82,0
165792,13508,0,3.21,0,3.21,0
165793,13509,0,3.79,0.87,2.92,0
165794,13510,0,3.94,0,3.94,0
165795,13511,0,2.43,0,2.43,0
165796,13514,0,3.05,0.37,2.68,0
165797,13515,0,3.43,0,3.43,0
165798,13516,0,3.13,0,3.13,0
165799,13517,0,2.33,0.19,2.15,0
165800,13519,0,3.81,0,3.81,0
165801,13520,0,3.13,0.38,2.76,0
165802,13521,0,2.33,0.6,1.72,0
165803,13522,0,3.07,0,3.07,0
165804,13523,0,3.49,0.84,2.65,0
165805,13524,0,3.62,0.18,3.43,0
165806,13526,0,3.62,0.61,3,0
165807,13528,0,3.41,0,3.41,0
165808,13529,0,3.73,0.71,3.02,0
165809,13531,0,3.22,0,3.22,0
165810,13532,0,2.99,0.63,2.36,0
165811,13533,0,3.28,0,3.28,0
165812,13534,0,3.75,0.79,2.96,0
165813,13535,0,3.58,0,3.58,0
165814,13536,0,3.71,0.52,3.19,0
165815,13537,0,3.3,0.63,2.67,0
165816,13538,0,3.67,0,3.67,0
165817,13539,0,3.25,0,3.25,0
165818,13541,0,3.66,0,3.66,0
165819,13542,0,3.77,0.26,3.51,0
165820,13544,0,3.38,0,3.38,0
165821,13548,0,3.86,0.62,3.24,0
165822,13549,0,3.22,0.51,2.7,0
165823,13550,0,3.86,0,3.86,0
165824,13551,0,3.8,0.87,2.93,0
165825,13552,0,3.76,0,3.76,0
165826,13553,0,2.17,0,2.17,0
165827,13554,0,3.53,0.35,3.18,0
165828,13555,0,3.58,0.54,3.04,0
165829,13557,0,3.77,0,3.77,0
165830,13558,0,3.57,0,3.57,0
165831,13559,0,2.55,0,2.55,0
165832,13560,0,3.11,0,3.11,0
165833,13561,0,3.01,0.39,2.62,0
165834,13562,0,3.9,0.35,3.55,0
165835,13563,0,3.05,0,3.05,0
165836,13564,0,3.49,0.28,3.21,0
165837,13567,0,3.47,0,3.47,0
165838,13569,0,2.31,0,2.31,0
165839,13570,0,3.96,0.2,3.76,0
165840,13571,0,3.26,0,3.26,0
165841,13572,0,3.38,0.27,3.11,0
165842,13573,0,3.93,0.47,3.46,0
165843,13574,0,3.27,0.82,2.45,0
165844,13576,0,3.91,0,3.91,0
165845,13577,0,2.49,0.65,1.84,0
165846,13579,0,3.3,0.43,2.87,0
165847,13580,0,3.4,0.85,2.55,0
165848,13581,0,3.66,0,3.66,0
165849,13584,0,3.58,0.93,2.65,0
165850,13585,0,4.96,0,4.96,0
165851,13586,0,3.48,0.63,2.85,0
165852,13587,0,3.81,0,3.81,0
165853,13589,0,5.05,0.25,4.79,0
165854,13590,0,3.37,0,3.37,0
165855,13591,0,3.6,0.29,3.31,0
165856,13592,0,3.72,0,3.72,0
165857,13595,0,3.55,0.5,3.05,0
165858,13596,0,3.32,0.43,2.89,0
165859,13597,0,3.31,0.76,2.55,0
165860,13600,0,3.38,0,3.38,0
165861,13610,0,3.97,0.32,3.65,0
165862,13611,0,3.62,0.94,2.68,0
165863,13612,0,3.93,1.14,2.79,0
165864,13613,0,2.09,0,2.09,0
165865,13614,0,3.82,0,3.82,0
165866,13616,0,3.49,0,3.49,0
165867,13617,0,3.79,0.27,3.53,0
165868,13618,0,2.67,0,2.67,0
165869,13626,0,3.8,0,3.8,0
165870,13630,0,3.53,0,3.53,0
165871,13632,0,3.18,0.7,2.48,0
165872,13633,0,3.28,0.62,2.65,0
165873,13634,0,3.95,0,3.95,0
165874,13635,0,3.88,0.7,3.18,0
165875,13636,0,3.97,0.52,3.45,0
165876,13637,0,3.76,0,3.76,0
165877,13639,0,3.86,0,3.86,0
165878,13640,0,3.04,0.37,2.68,0
165879,13641,0,3.62,0,3.62,0
165880,13643,0,5.32,0.64,4.69,0
165881,13644,0,3.11,0,3.11,0
165882,13646,0,3.42,0,3.42,0
165883,13647,0,3.8,0,3.8,0
165884,13648,0,3.55,0.43,3.13,0
165885,13649,0,3.22,0.16,3.06,0
165886,13650,0,3.19,0.51,2.68,0
165887,13651,0,3.69,0.96,2.73,0
165888,13652,0,3.29,0,3.29,0
165889,13653,0,3.87,0.46,3.4,0
165890,13654,0,3.04,0.27,2.76,0
165891,13655,0,3.07,0.18,2.89,0
165892,13665,0,3.23,0,3.23,0
165893,13666,0,3.42,0,3.42,0
165894,13667,0,3.3,0,3.3,0
165895,13668,0,3.94,0,3.94,0
165896,13669,0,3.33,0.6,2.73,0
165897,13671,0,3.05,0.89,2.17,0
165898,13672,0,3.7,0.44,3.26,0
165899,13673,0,3.7,0,3.7,0
165900,13675,0,3.46,0,3.46,0
165901,13676,0,3.09,0.56,2.53,0
165902,13678,0,3.07,0,3.07,0
165903,13679,0,3.66,0.26,3.4,0
165904,13680,0,3.45,0,3.45,0
165905,13681,0,3.2,0,3.2,0
165906,13682,0,3.08,0,3.08,0
165907,13683,0,3.56,0.93,2.64,0
165908,13685,0,3.57,0.36,3.21,0
165909,13687,0,3.04,0,3.04,0
165910,13688,0,3.35,0.67,2.68,0
165911,13689,0,3.49,0,3.49,0
165912,13690,0,3.68,0,3.68,0
165913,13691,0,3.34,0,3.34,0
165914,13692,0,3.51,0,3.51,0
165915,13696,0,3.08,0.28,2.8,0
165916,13697,0,3.36,0,3.36,0
165917,13698,0,3.72,0,3.72,0
165918,13699,0,2.07,0,2.07,0
165919,13700,0,3.86,0.66,3.2,0
165920,13701,0,3.61,0,3.61,0
165921,13702,0,3.18,0.79,2.38,0
165922,13703,0,3.22,0.74,2.48,0
165923,13704,0,3.4,0.2,3.19,0
165924,13707,0,3.05,0.4,2.65,0
165925,13710,0,2.94,0,2.94,0
165926,13713,0,2.99,0.84,2.16,0
165927,13715,0,3.35,0.34,3.02,0
165928,13721,0,3.68,0,3.68,0
165929,13722,0,2.35,0.19,2.16,0
165930,13723,0,3.58,0,3.58,0
165931,13726,0,3.91,0,3.91,0
165932,13728,0,3.13,0.53,2.6,0
165933,13730,0,3.68,0,3.68,0
165934,13732,0,3.22,0,3.22,0
165935,13734,0,3.76,0,3.76,0
165936,13739,0,3.63,0.36,3.27,0
165937,13741,0,3.37,0.3,3.07,0
165938,13742,0,3.35,0,3.35,0
165939,13746,0,3.85,0,3.85,0
165940,13748,0,3.46,0,3.46,0
165941,13751,0,3.98,0.28,3.7,0
165942,13752,0,3.94,0.28,3.66,0
165943,13754,0,3.17,0.86,2.32,0
165944,13755,0,3.19,0.38,2.81,0
165945,13757,0,3.33,0.93,2.4,0
165946,13759,0,3.88,0,3.88,0
165947,13761,0,2.59,0.31,2.28,0
165948,13762,0,3.66,0.77,2.89,0
165949,13763,0,3.53,0,3.53,0
165950,13764,0,3.47,0,3.47,0
165951,13765,0,3.36,0.27,3.09,0
165952,13766,0,3.13,0,3.13,0
165953,13767,0,3,0,3,0
165954,13768,0,3.09,0,3.09,0
165955,13770,0,3.02,0,3.02,0
165956,13771,0,3.77,0,3.77,0
165957,13774,0,3.66,0.59,3.07,0
165958,13775,0,2.66,0,2.66,0
165959,13776,0,3.91,0.66,3.24,0
165960,13777,0,3.63,0,3.63,0
165961,13778,0,3.83,0,3.83,0
165962,13783,0,3.11,0.19,2.93,0
165963,13784,0,3.41,0,3.41,0
165964,13785,0,3.48,0.66,2.82,0
165965,13787,0,3.96,0.2,3.76,0
165966,13788,0,2.04,0.22,1.81,0
165967,13791,0,3.75,0.49,3.26,0
165968,13792,0,3.33,0.33,3,0
165969,13793,0,3.4,0.82,2.59,0
165970,13794,0,3.88,0,3.88,0
165971,13795,0,3.97,0,3.97,0
165972,13797,0,3.39,0.27,3.12,0
165973,13798,0,3.75,0.49,3.26,0
165974,13802,0,3.25,0.68,2.56,0
165975,13803,0,2.76,0.52,2.23,0
165976,13804,0,3.2,0.51,2.69,0
165977,13805,0,2.24,0,2.24,0
165978,13807,0,3.37,0.74,2.63,0
165979,13808,0,3.15,0.57,2.58,0
165980,13809,0,3.68,0,3.68,0
165981,13811,0,3.9,0,3.9,0
165982,13812,0,3.65,1.09,2.55,0
165983,13813,0,3.49,0,3.49,0
165984,13815,0,3.48,0.38,3.09,0
165985,13816,0,3.1,0,3.1,0
165986,13817,0,3.66,0.33,3.33,0
165987,13818,0,3.16,0.92,2.24,0
165988,13819,0,3.78,0,3.78,0
165989,13820,0,3.7,0,3.7,0
165990,13821,0,3.77,0,3.77,0
165991,13823,0,3.73,0.93,2.8,0
165992,13824,0,3.11,0,3.11,0
165993,13825,0,3.53,0.67,2.86,0
165994,13827,0,2.77,0,2.77,0
165995,13830,0,3.39,0.64,2.74,0
165996,13834,0,3.8,0,3.8,0
165997,13835,0,3.27,0,3.27,0
165998,13836,0,3.09,0,3.09,0
165999,13841,0,3.12,0,3.12,0
166000,13842,0,2.76,0.8,1.96,0
166001,13847,0,2.37,0,2.37,0
166002,13848,0,3.14,0,3.14,0
166003,13849,0,3.17,0.89,2.28,0
166004,13850,0,3.96,0,3.96,0
166005,13851,0,3.18,0.6,2.58,0
166006,13852,0,3.27,0.75,2.52,0
166007,13853,0,2.96,0,2.96,0
166008,13855,0,3.14,0,3.14,0
166009,13856,0,3.48,0,3.48,0
166010,13861,0,3.2,0,3.2,0
166011,13885,0,3.14,0,3.14,0
166012,13888,0,3.71,0,3.71,0
166013,13889,0,3.02,0,3.02,0
166014,13891,0,3.46,0,3.46,0
166015,13892,0,3.26,0.55,2.71,0
166016,13894,0,3.17,0.57,2.6,0
166017,13898,0,3.65,0.51,3.14,0
166018,13899,0,3.34,0.17,3.18,0
166019,13903,0,3.05,0,3.05,0
166020,13905,0,3.06,0.4,2.66,0
166021,13907,0,3.81,0.8,3.01,0
166022,13908,0,2.83,0.4,2.43,0
166023,13909,0,3.09,0,3.09,0
166024,13910,0,3.47,0,3.47,0
166025,13911,0,3.88,1.05,2.83,0
166026,13912,0,3.38,0.37,3.01,0
166027,13913,0,3.05,0,3.05,0
166028,13914,0,3.55,0,3.55,0
166029,13915,0,3.83,0,3.83,0
166030,13916,0,3.36,0,3.36,0
166031,13919,0,3.56,0,3.56,0
166032,13920,0,3,0,3,0
166033,13922,0,3.99,0,3.99,0
166034,13923,0,3.87,0.27,3.6,0
166035,13929,0,3.51,0,3.51,0
166036,13930,0,3.01,0,3.01,0
166037,13931,0,3.76,0,3.76,0
166038,13932,0,3.85,0,3.85,0
166039,13934,0,3.59,0,3.59,0
166040,13935,0,3.01,0.42,2.59,0
166041,13936,0,3.62,0.9,2.71,0
166042,13937,0,3.2,0.64,2.56,0
166043,13938,0,3.64,0,3.64,0
166044,13939,0,3.57,0.79,2.79,0
166045,13942,0,3.2,0.32,2.88,0
166046,13943,0,3.73,0,3.73,0
166047,13944,0,3.2,0,3.2,0
166048,13945,0,3.46,0,3.46,0
166049,13946,0,2.59,0,2.59,0
166050,13948,0,2.54,0,2.54,0
166051,13949,0,3.41,0,3.41,0
166052,13950,0,3.52,0.18,3.35,0
166053,13954,0,3.51,0.46,3.06,0
166054,13955,0,2.28,0,2.28,0
166055,13956,0,2.74,0,2.74,0
166056,13957,0,3.59,0,3.59,0
166057,13958,0,4.62,0.83,3.79,0
166058,13960,0,3.91,1.17,2.74,0
166059,13962,0,3.41,0,3.41,0
166060,13963,0,3.09,0,3.09,0
166061,13964,0,3.81,0.92,2.9,0
166062,13965,0,3.44,0.31,3.13,0
166063,13966,0,3.23,0,3.23,0
166064,13967,0,3.26,0.95,2.32,0
166065,13968,0,3.1,0,3.1,0
166066,13969,0,3.8,0.19,3.61,0
166067,13971,0,3.28,0.98,2.29,0
166068,13972,0,2.2,0.66,1.54,0
166069,13973,0,3.26,0.95,2.32,0
166070,13975,0,3,0.6,2.4,0
166071,13976,0,3.48,0,3.48,0
166072,13979,0,3.32,0,3.32,0
166073,13980,0,3.52,0,3.52,0
166074,13981,0,3.75,0,3.75,0
166075,13982,0,3.65,0,3.65,0
166076,13984,0,3.43,0.31,3.13,0
166077,13986,0,3.97,0.79,3.17,0
166078,13988,0,2.83,0.62,2.2,0
166079,13989,0,3.52,0,3.52,0
166080,13990,0,3.47,0,3.47,0
166081,13991,0,2.2,0,2.2,0
166082,13993,0,3.38,0,3.38,0
166083,13994,0,3.08,0.56,2.53,0
166084,13995,0,2.12,0,2.12,0
166085,13996,0,3.5,0,3.5,0
166086,13997,0,3.62,0.54,3.08,0
166087,13998,0,3.65,0.37,3.29,0
166088,14000,0,3.98,1.08,2.91,0
166089,14001,0,3.53,0,3.53,0
166090,14003,0,3.28,0.62,2.66,0
166091,14005,0,3.22,0,3.22,0
166092,14008,0,3.99,0.88,3.11,0
166093,14011,0,3.01,0.3,2.7,0
166094,14012,0,3.33,0.53,2.79,0
166095,14013,0,3.52,0,3.52,0
166096,14014,0,3.38,0,3.38,0
166097,14016,0,3.79,0,3.79,0
166098,14019,0,3,0,3,0
166099,14021,0,3.13,0.47,2.66,0
166100,14022,0,3.74,0,3.74,0
166101,14024,0,3.05,0.61,2.44,0
166102,14025,0,2.4,0,2.4,0
166103,14028,0,3.74,1.05,2.69,0
166104,14029,0,3.89,0.43,3.46,0
166105,14030,0,3.35,0,3.35,0
166106,14033,0,2.93,0,2.93,0
166107,14034,0,3.46,0,3.46,0
166108,14035,0,3.06,0.52,2.54,0
166109,14040,0,3.67,0.4,3.27,0
166110,14041,0,3.2,0,3.2,0
166111,14043,0,3.15,0,3.15,0
166112,14044,0,3.43,0.17,3.26,0
166113,14047,0,3.11,0,3.11,0
166114,14048,0,3.03,0,3.03,0
166115,14050,0,3.91,0,3.91,0
166116,14052,0,3.65,0.95,2.7,0
166117,14053,0,2.97,0,2.97,0
166118,14054,0,3.27,0.36,2.91,0
166119,14055,0,3.45,0,3.45,0
166120,14057,0,3.01,0.6,2.41,0
166121,14059,0,2.15,0,2.15,0
166122,14061,0,3.26,0,3.26,0
166123,14062,0,3.28,0,3.28,0
166124,14063,0,3.75,0.71,3.04,0
166125,14064,0,3.93,0,3.93,0
166126,14066,0,3.74,0.94,2.81,0
166127,14067,0,3.75,1.01,2.73,0
166128,14069,0,3,0,3,0
166129,14070,0,3.03,0.79,2.24,0
166130,14071,0,3.29,0.86,2.44,0
166131,14072,0,3.44,0,3.44,0
166132,14073,0,3.17,0,3.17,0
166133,14074,0,2.16,0.35,1.82,0
166134,14075,0,3.13,0,3.13,0
166135,14076,0,3.65,0,3.65,0
166136,14078,0,2.28,0,2.28,0
166137,14086,0,3.7,0,3.7,0
166138,14087,0,3.73,0,3.73,0
166139,14088,0,3.21,0,3.21,0
166140,14089,0,3.55,0.18,3.37,0
166141,14091,0,3.74,0.52,3.22,0
166142,14092,0,3.32,0,3.32,0
166143,14097,0,3.87,0.35,3.52,0
166144,14098,0,3.36,0,3.36,0
166145,14103,0,2.29,0,2.29,0
166146,14105,0,2.77,0,2.77,0
166147,14108,0,3.66,0,3.66,0
166148,14111,0,3.05,0,3.05,0
166149,14112,0,3.66,0,3.66,0
166150,14113,0,2.44,0,2.44,0
166151,14114,0,2.54,0,2.54,0
166152,14117,0,3.4,0.71,2.69,0
166153,14118,0,3.98,1.19,2.78,0
166154,14120,0,3.79,0.72,3.07,0
166155,14123,0,3.57,0.82,2.75,0
166156,14125,0,2.59,0,2.59,0
166157,14126,0,2.99,0,2.99,0
166158,14127,0,2.85,0,2.85,0
166159,14128,0,3.9,0,3.9,0
166160,14134,0,3.78,0,3.78,0
166161,14135,0,3.72,0.63,3.09,0
166162,14136,0,3.79,0.49,3.29,0
166163,14137,0,3.08,0.34,2.74,0
166164,14138,0,3.28,0.72,2.56,0
166165,14139,0,3.49,0,3.49,0
166166,14140,0,3.75,0.19,3.56,0
166167,14141,0,3.11,0.31,2.8,0
166168,14142,0,3.01,0,3.01,0
166169,14143,0,2.74,0,2.74,0
166170,14144,0,2.12,0.3,1.82,0
166171,14145,0,2.51,0,2.51,0
166172,14147,0,2.82,0.4,2.43,0
166173,14148,0,3.93,0.63,3.3,0
166174,14154,0,3.1,0.19,2.91,0
166175,14157,0,2.68,0.7,1.98,0
166176,14158,0,3.54,0,3.54,0
166177,14159,0,3.82,0.92,2.9,0
166178,14160,0,3.91,0,3.91,0
166179,14161,0,3.59,0.61,2.98,0
166180,14163,0,3.29,0.56,2.73,0
166181,14164,0,2.61,0.31,2.3,0
166182,14166,0,3.53,0.88,2.65,0
166183,14167,0,3.92,0.47,3.45,0
166184,14168,0,3.52,0,3.52,0
166185,14169,0,3.21,0.32,2.89,0
166186,14170,0,3.78,0.61,3.18,0
166187,14171,0,3.79,0.72,3.07,0
166188,14172,0,3.86,0,3.86,0
166189,14173,0,3.47,0,3.47,0
166190,14174,0,3.86,0,3.86,0
166191,14175,0,3.41,0.34,3.07,0
166192,14177,0,3.07,0,3.07,0
166193,14180,0,2.98,0.89,2.09,0
166194,14181,0,3.11,0.47,2.64,0
166195,14191,0,3.55,0,3.55,0
166196,14193,0,2.21,0.15,2.06,0
166197,14194,0,3.62,0.22,3.4,0
166198,14195,0,3.4,0.61,2.79,0
166199,14196,0,2.34,0,2.34,0
166200,14197,0,3.29,0,3.29,0
166201,14198,0,3,0,3,0
166202,14199,0,2.31,0,2.31,0
166203,14201,0,3,0,3,0
166204,14202,0,3.19,0.76,2.42,0
166205,14204,0,3.97,0,3.97,0
166206,14205,0,2.34,0,2.34,0
166207,14207,0,3.11,0,3.11,0
166208,14208,0,3.59,0,3.59,0
166209,14212,0,2.75,0.17,2.59,0
166210,14215,0,3.03,0,3.03,0
166211,14217,0,3.95,0,3.95,0
166212,14219,0,2.29,0.3,1.99,0
166213,14220,0,2.53,0.46,2.07,0
166214,14223,0,3.67,0.55,3.12,0
166215,14224,0,3.61,0,3.61,0
166216,14226,0,3.84,0.31,3.54,0
166217,14228,0,2.01,0.38,1.63,0
166218,14229,0,3.32,0,3.32,0
166219,14232,0,1.99,0.54,1.45,0
166220,14233,0,3.1,0,3.1,0
166221,14234,0,3.99,0.64,3.35,0
166222,14235,0,2.92,0,2.92,0
166223,14236,0,3.61,0,3.61,0
166224,14237,0,3.81,0.95,2.86,0
166225,14239,0,2.6,0,2.6,0
166226,14240,0,3.93,0,3.93,0
166227,14241,0,3.95,0.83,3.12,0
166228,14242,0,3.25,0,3.25,0
166229,14243,0,3.12,0,3.12,0
166230,14244,0,3.18,0.41,2.77,0
166231,14245,0,3.13,0.38,2.75,0
166232,14247,0,3,0.27,2.73,0
166233,14248,0,3.59,0.36,3.23,0
166234,14249,0,3.02,0,3.02,0
166235,14251,0,3.38,0,3.38,0
166236,14252,0,2.74,0,2.74,0
166237,14254,0,3.84,1.04,2.8,0
166238,14256,0,3.19,0.16,3.03,0
166239,14257,0,3.46,0,3.46,0
166240,14258,0,3.32,0.66,2.65,0
166241,14262,0,3.59,0,3.59,0
166242,14267,0,3.05,0,3.05,0
166243,14269,0,3.28,0.39,2.89,0
166244,14271,0,3.03,0,3.03,0
166245,14272,0,3.21,0.84,2.38,0
166246,14273,0,3.71,0.82,2.89,0
166247,14275,0,3.43,0,3.43,0
166248,14278,0,3.46,0,3.46,0
166249,14279,0,3.72,0,3.72,0
166250,14280,0,3.31,0,3.31,0
166251,14282,0,3.05,0,3.05,0
166252,14283,0,3.11,0.5,2.61,0
166253,14284,0,3.28,0,3.28,0
166254,14285,0,3.83,0,3.83,0
166255,14286,0,3.1,0.65,2.45,0
166256,14289,0,3.75,1.01,2.74,0
166257,14290,0,3.69,0,3.69,0
166258,14291,0,3.88,0.7,3.18,0
166259,14292,0,3.22,0,3.22,0
166260,14293,0,3.72,0.26,3.46,0
166261,14295,0,3.53,0,3.53,0
166262,14297,0,3.86,0,3.86,0
166263,14298,0,3.04,0,3.04,0
166264,14299,0,3.51,1.02,2.49,0
166265,14301,0,3.2,0,3.2,0
166266,14305,0,3.17,0.25,2.91,0
166267,14306,0,3.3,0,3.3,0
166268,14308,0,5.48,0,5.48,0
166269,14310,0,3.41,0.44,2.97,0
166270,14313,0,3.28,0,3.28,0
166271,14317,0,3.27,0,3.27,0
166272,14320,0,3.22,0.45,2.77,0
166273,14324,0,2.71,0.68,2.03,0
166274,14325,0,3.59,0.29,3.3,0
166275,14326,0,3.18,0.19,2.99,0
166276,14328,0,3.01,0.78,2.23,0
166277,14330,0,3.01,0,3.01,0
166278,14334,0,3.34,0,3.34,0
166279,14336,0,3.24,0.16,3.08,0
166280,14337,0,3.71,0,3.71,0
166281,14342,0,3.17,0,3.17,0
166282,14346,0,3.68,0,3.68,0
166283,14347,0,3.82,0,3.82,0
166284,14348,0,3.91,0,3.91,0
166285,14349,0,3.75,0.82,2.92,0
166286,14351,0,2.28,0,2.28,0
166287,14353,0,3.48,0.28,3.21,0
166288,14357,0,3.6,0.36,3.24,0
166289,14359,0,3.94,0.95,2.99,0
